1900-01-01 21:16:00,Sales,Product Sale,100009,57,200009,P002,Samsung Galaxy S21,1,439.67,439.67,1963.82,C001,Singapore,NEWYEAR,50,True,0,1,21,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.7071067811865477,0.7071067811865474
1900-01-01 14:06:00,Sales,Product Sale,100010,44,200010,P013,MacBook Pro,2,1170.28,2340.56,3529.81,C013,Thailand,NEWYEAR,50,True,0,1,14,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.4999999999999998,-0.8660254037844388
1900-01-01 13:55:00,Sales,Product Sale,100010,44,200010,P005,Xiaomi Mi 11,3,396.42,1189.25,3529.81,C013,Thailand,NEWYEAR,50,True,0,1,13,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.2588190451025208,-0.9659258262890684
1900-01-01 07:13:00,Sales,Product Sale,100011,30,200011,P014,Dell XPS 13,1,751.01,751.01,1075.15,C013,Thailand,NEWYEAR,50,True,0,1,7,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.9659258262890684,-0.2588190451025206
1900-01-01 20:06:00,Sales,Product Sale,100011,30,200011,P012,Iced Tea,2,1.37,2.73,1075.15,C013,Thailand,NEWYEAR,50,True,0,1,20,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844386,0.5000000000000001
1900-01-01 19:06:00,Sales,Product Sale,100011,30,200011,P008,Nokia 8.3,1,321.41,321.41,1075.15,C013,Thailand,NEWYEAR,50,True,0,1,19,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,0.2588190451025203
1900-01-01 18:15:00,Sales,Product Sale,100012,64,200012,P014,Dell XPS 13,1,706.45,706.45,706.45,C002,Malaysia,NEWYEAR,50,True,0,1,18,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16
1900-01-01 16:11:00,Sales,Product Sale,100013,39,200013,P016,Lenovo ThinkPad X1,1,881.78,881.78,881.78,C006,Philippines,NEWYEAR,50,True,0,1,16,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004
1900-01-01 07:56:00,Sales,Product Sale,100014,43,200014,P016,Lenovo ThinkPad X1,1,983.49,983.49,2355.37,C012,Myanmar,NEWYEAR,50,True,0,1,7,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.9659258262890684,-0.2588190451025206
1900-01-01 17:15:00,Sales,Product Sale,100014,43,200014,P018,Samsung Galaxy Tab S7,3,457.29,1371.88,2355.37,C012,Myanmar,NEWYEAR,50,True,0,1,17,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,-0.2588190451025206
1900-01-01 17:10:00,Sales,Product Sale,100015,47,200015,P010,Water,2,1.04,2.08,2894.35,C005,Vietnam,NEWYEAR,50,True,0,1,17,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,-0.2588190451025206
1900-01-01 07:06:00,Sales,Product Sale,100015,47,200015,P008,Nokia 8.3,1,367.8,367.8,2894.35,C005,Vietnam,NEWYEAR,50,True,0,1,7,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.9659258262890684,-0.2588190451025206
1900-01-01 18:19:00,Sales,Product Sale,100015,47,200015,P014,Dell XPS 13,2,750.14,1500.28,2894.35,C005,Vietnam,NEWYEAR,50,True,0,1,18,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16
1900-01-01 15:07:00,Sales,Product Sale,100015,47,200015,P019,Microsoft Surface Pro 7,2,512.1,1024.19,2894.35,C005,Vietnam,NEWYEAR,50,True,0,1,15,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.7071067811865471,-0.7071067811865479
1900-01-01 08:02:00,Sales,Product Sale,100016,40,200016,P005,Xiaomi Mi 11,2,350.63,701.26,2320.01,C013,Thailand,NEWYEAR,50,True,0,1,8,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998
1900-01-01 13:37:00,Sales,Product Sale,100016,40,200016,P020,Amazon Kindle,2,46.99,93.97,2320.01,C013,Thailand,NEWYEAR,50,True,0,1,13,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.2588190451025208,-0.9659258262890684
1900-01-01 17:26:00,Sales,Product Sale,100016,40,200016,P008,Nokia 8.3,3,351.13,1053.39,2320.01,C013,Thailand,NEWYEAR,50,True,0,1,17,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,-0.2588190451025206
1900-01-01 16:55:00,Sales,Product Sale,100016,40,200016,P001,iPhone 13,1,471.39,471.39,2320.01,C013,Thailand,NEWYEAR,50,True,0,1,16,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004
1900-01-01 13:39:00,Sales,Product Sale,100017,64,200017,P019,Microsoft Surface Pro 7,2,520.89,1041.78,2016.19,C007,Brunei,NEWYEAR,50,True,0,1,13,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.2588190451025208,-0.9659258262890684
1900-01-01 16:12:00,Sales,Product Sale,100017,64,200017,P016,Lenovo ThinkPad X1,1,974.41,974.41,2016.19,C007,Brunei,NEWYEAR,50,True,0,1,16,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004
1900-01-01 21:11:00,Sales,Product Sale,100018,40,200018,P001,iPhone 13,1,471.8,471.8,471.8,C005,Vietnam,NEWYEAR,50,True,0,1,21,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.7071067811865477,0.7071067811865474
1900-01-01 15:38:00,Sales,Product Sale,100019,24,200019,P020,Amazon Kindle,2,45.51,91.03,1720.14,C007,Brunei,NEWYEAR,50,True,0,1,15,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.7071067811865471,-0.7071067811865479
1900-01-01 13:54:00,Sales,Product Sale,100019,24,200019,P019,Microsoft Surface Pro 7,1,484.21,484.21,1720.14,C007,Brunei,NEWYEAR,50,True,0,1,13,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.2588190451025208,-0.9659258262890684
1900-01-01 20:20:00,Sales,Product Sale,100019,24,200019,P013,MacBook Pro,1,1141.83,1141.83,1720.14,C007,Brunei,NEWYEAR,50,True,0,1,20,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844386,0.5000000000000001
1900-01-01 12:32:00,Sales,Product Sale,100019,24,200019,P010,Water,3,1.02,3.07,1720.14,C007,Brunei,NEWYEAR,50,True,0,1,12,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.2246467991473532e-16,-1.0
1900-01-01 09:00:00,Sales,Product Sale,100020,27,200020,P003,Google Pixel 6,1,290.02,290.02,292.95,C010,Laos,NEWYEAR,50,True,0,1,9,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.7071067811865476,-0.7071067811865475
1900-01-01 06:10:00,Sales,Product Sale,100020,27,200020,P010,Water,3,0.97,2.92,292.95,C010,Laos,NEWYEAR,50,True,0,1,6,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.0,6.123233995736766e-17
1900-01-01 12:04:00,Sales,Product Sale,100021,52,200021,P008,Nokia 8.3,2,316.5,633.0,633.0,C002,Malaysia,NEWYEAR,50,True,0,1,12,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.2246467991473532e-16,-1.0
1900-01-01 17:36:00,Sales,Product Sale,100022,59,200022,P001,iPhone 13,2,503.86,1007.72,1007.72,C003,Indonesia,NEWYEAR,50,True,0,1,17,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,-0.2588190451025206
1900-01-01 21:58:00,Sales,Product Sale,100023,60,200023,P012,Iced Tea,3,1.62,4.86,1024.36,C002,Malaysia,NEWYEAR,50,True,0,1,21,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.7071067811865477,0.7071067811865474
1900-01-01 14:04:00,Sales,Product Sale,100023,60,200023,P005,Xiaomi Mi 11,1,374.26,374.26,1024.36,C002,Malaysia,NEWYEAR,50,True,0,1,14,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.4999999999999998,-0.8660254037844388
1900-01-01 17:31:00,Sales,Product Sale,100023,60,200023,P008,Nokia 8.3,2,322.62,645.24,1024.36,C002,Malaysia,NEWYEAR,50,True,0,1,17,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,-0.2588190451025206
1900-01-01 19:54:00,Sales,Product Sale,100024,50,200024,P011,Sparkling Water,1,1.22,1.22,1.22,C002,Malaysia,NEWYEAR,50,True,0,1,19,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,0.2588190451025203
1900-01-01 11:18:00,Sales,Product Sale,100025,38,200025,P018,Samsung Galaxy Tab S7,1,458.79,458.79,2347.98,C001,Singapore,NEWYEAR,50,True,0,1,11,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.258819045102521,-0.9659258262890682
1900-01-01 10:48:00,Sales,Product Sale,100025,38,200025,P005,Xiaomi Mi 11,1,384.97,384.97,2347.98,C001,Singapore,NEWYEAR,50,True,0,1,10,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.4999999999999999,-0.8660254037844387
1900-01-01 16:36:00,Sales,Product Sale,100025,38,200025,P003,Google Pixel 6,1,283.74,283.74,2347.98,C001,Singapore,NEWYEAR,50,True,0,1,16,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004
1900-01-01 19:25:00,Sales,Product Sale,100025,38,200025,P013,MacBook Pro,1,1220.49,1220.49,2347.98,C001,Singapore,NEWYEAR,50,True,0,1,19,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,0.2588190451025203
1900-01-01 19:25:00,Sales,Product Sale,100026,75,200026,P003,Google Pixel 6,2,301.38,602.75,4031.44,C008,Myanmar,NEWYEAR,50,True,0,1,19,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,0.2588190451025203
1900-01-01 14:21:00,Sales,Product Sale,100026,75,200026,P010,Water,1,1.02,1.02,4031.44,C008,Myanmar,NEWYEAR,50,True,0,1,14,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.4999999999999998,-0.8660254037844388
1900-01-01 14:25:00,Sales,Product Sale,100026,75,200026,P013,MacBook Pro,3,1142.56,3427.67,4031.44,C008,Myanmar,NEWYEAR,50,True,0,1,14,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.4999999999999998,-0.8660254037844388
1900-01-01 08:05:00,Sales,Product Sale,100027,39,200027,P013,MacBook Pro,3,1140.78,3422.35,3422.35,C010,Laos,NEWYEAR,50,True,0,1,8,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998
1900-01-01 15:58:00,Exchange,Product Exchange,100028,52,200028,P002,Samsung Galaxy S21,2,878.46,1756.92,1756.92,C010,Laos,,0,False,0,1,15,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.7071067811865471,-0.7071067811865479
1900-01-01 10:53:00,Sales,Product Sale,100029,44,200029,P002,Samsung Galaxy S21,2,477.98,955.97,955.97,C011,Brunei,NEWYEAR,50,True,0,1,10,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.4999999999999999,-0.8660254037844387
1900-01-01 20:51:00,Sales,Product Sale,100030,54,200030,P013,MacBook Pro,2,1243.58,2487.15,4223.13,C006,Philippines,NEWYEAR,50,True,0,1,20,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844386,0.5000000000000001
1900-01-01 06:43:00,Sales,Product Sale,100030,54,200030,P003,Google Pixel 6,2,284.02,568.04,4223.13,C006,Philippines,NEWYEAR,50,True,0,1,6,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.0,6.123233995736766e-17
1900-01-01 17:48:00,Sales,Product Sale,100030,54,200030,P014,Dell XPS 13,1,755.15,755.15,4223.13,C006,Philippines,NEWYEAR,50,True,0,1,17,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,-0.2588190451025206
1900-01-01 15:56:00,Sales,Product Sale,100030,54,200030,P018,Samsung Galaxy Tab S7,1,412.79,412.79,4223.13,C006,Philippines,NEWYEAR,50,True,0,1,15,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.7071067811865471,-0.7071067811865479
1900-01-01 12:09:00,Sales,Product Sale,100031,61,200031,P004,OnePlus 9,1,378.7,378.7,378.7,C006,Philippines,NEWYEAR,50,True,0,1,12,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.2246467991473532e-16,-1.0
1900-01-01 21:51:00,Sales,Product Sale,100032,25,200032,P018,Samsung Galaxy Tab S7,1,396.67,396.67,396.67,C006,Philippines,NEWYEAR,50,True,0,1,21,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.7071067811865477,0.7071067811865474
1900-01-01 06:47:00,Sales,Product Sale,100033,54,200033,P001,iPhone 13,3,517.63,1552.9,2203.5,C001,Singapore,NEWYEAR,50,True,0,1,6,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.0,6.123233995736766e-17
1900-01-01 06:15:00,Sales,Product Sale,100033,54,200033,P003,Google Pixel 6,2,325.3,650.6,2203.5,C001,Singapore,NEWYEAR,50,True,0,1,6,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.0,6.123233995736766e-17
1900-01-01 06:17:00,Sales,Product Sale,100034,34,200034,P007,Oppo Find X3,1,559.43,559.43,559.43,C007,Brunei,NEWYEAR,50,True,0,1,6,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.0,6.123233995736766e-17
1900-01-01 17:36:00,Sales,Product Sale,100035,68,200035,P003,Google Pixel 6,1,304.92,304.92,1069.84,C003,Indonesia,NEWYEAR,50,True,0,1,17,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,-0.2588190451025206
1900-01-01 15:11:00,Sales,Product Sale,100035,68,200035,P014,Dell XPS 13,1,764.92,764.92,1069.84,C003,Indonesia,NEWYEAR,50,True,0,1,15,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.7071067811865471,-0.7071067811865479
1900-01-01 17:18:00,Sales,Product Sale,100036,30,200036,P013,MacBook Pro,1,1255.22,1255.22,2650.8,C008,Myanmar,NEWYEAR,50,True,0,1,17,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,-0.2588190451025206
1900-01-01 13:38:00,Sales,Product Sale,100036,30,200036,P019,Microsoft Surface Pro 7,3,465.19,1395.58,2650.8,C008,Myanmar,NEWYEAR,50,True,0,1,13,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.2588190451025208,-0.9659258262890684
1900-01-01 20:02:00,Sales,Product Sale,100037,43,200037,P020,Amazon Kindle,3,46.64,139.92,2279.28,C003,Indonesia,NEWYEAR,50,True,0,1,20,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844386,0.5000000000000001
1900-01-01 11:24:00,Sales,Product Sale,100037,43,200037,P002,Samsung Galaxy S21,2,423.84,847.68,2279.28,C003,Indonesia,NEWYEAR,50,True,0,1,11,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.258819045102521,-0.9659258262890682
1900-01-01 08:04:00,Sales,Product Sale,100037,43,200037,P013,MacBook Pro,1,1291.67,1291.67,2279.28,C003,Indonesia,NEWYEAR,50,True,0,1,8,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998
1900-01-01 14:21:00,Sales,Product Sale,100038,50,200038,P005,Xiaomi Mi 11,3,360.59,1081.78,4140.89,C001,Singapore,NEWYEAR,50,True,0,1,14,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.4999999999999998,-0.8660254037844388
1900-01-01 07:09:00,Sales,Product Sale,100038,50,200038,P020,Amazon Kindle,2,48.11,96.21,4140.89,C001,Singapore,NEWYEAR,50,True,0,1,7,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.9659258262890684,-0.2588190451025206
1900-01-01 10:08:00,Sales,Product Sale,100038,50,200038,P016,Lenovo ThinkPad X1,2,1038.84,2077.67,4140.89,C001,Singapore,NEWYEAR,50,True,0,1,10,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.4999999999999999,-0.8660254037844387
1900-01-01 06:55:00,Sales,Product Sale,100038,50,200038,P002,Samsung Galaxy S21,2,442.61,885.22,4140.89,C001,Singapore,NEWYEAR,50,True,0,1,6,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.0,6.123233995736766e-17
1900-01-01 12:36:00,Sales,Product Sale,100039,41,200039,P004,OnePlus 9,2,349.64,699.29,699.29,C012,Myanmar,NEWYEAR,50,True,0,1,12,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,1.2246467991473532e-16,-1.0
1900-01-01 18:01:00,Sales,Product Sale,100040,44,200040,P018,Samsung Galaxy Tab S7,3,424.82,1274.47,1274.47,C006,Philippines,NEWYEAR,50,True,0,1,18,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16
1900-01-01 11:07:00,Sales,Product Sale,100041,41,200041,P018,Samsung Galaxy Tab S7,1,400.6,400.6,400.6,C003,Indonesia,NEWYEAR,50,True,0,1,11,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.258819045102521,-0.9659258262890682
1900-01-01 14:10:00,Sales,Product Sale,100042,49,200042,P010,Water,3,1.02,3.05,918.37,C005,Vietnam,NEWYEAR,50,True,0,1,14,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.4999999999999998,-0.8660254037844388
1900-01-01 16:20:00,Sales,Product Sale,100042,49,200042,P019,Microsoft Surface Pro 7,2,457.66,915.33,918.37,C005,Vietnam,NEWYEAR,50,True,0,1,16,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004
1900-01-01 07:27:00,Sales,Product Sale,100043,47,200043,P002,Samsung Galaxy S21,2,446.91,893.82,893.82,C011,Brunei,NEWYEAR,50,True,0,1,7,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.9659258262890684,-0.2588190451025206
1900-01-01 18:39:00,Sales,Product Sale,100044,49,200044,P004,OnePlus 9,2,384.83,769.66,769.66,C008,Myanmar,NEWYEAR,50,True,0,1,18,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16
1900-01-01 16:34:00,Sales,Product Sale,100045,33,200045,P017,iPad Pro,3,590.19,1770.56,3660.24,C009,Cambodia,NEWYEAR,50,True,0,1,16,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004
1900-01-01 19:13:00,Sales,Product Sale,100045,33,200045,P016,Lenovo ThinkPad X1,1,915.44,915.44,3660.24,C009,Cambodia,NEWYEAR,50,True,0,1,19,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.9659258262890684,0.2588190451025203
1900-01-01 08:38:00,Sales,Product Sale,100045,33,200045,P003,Google Pixel 6,3,324.75,974.24,3660.24,C009,Cambodia,NEWYEAR,50,True,0,1,8,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998
1900-01-01 07:35:00,Sales,Product Sale,100046,55,200046,P004,OnePlus 9,1,372.9,372.9,1988.19,C008,Myanmar,NEWYEAR,50,True,0,1,7,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.9659258262890684,-0.2588190451025206
1900-01-01 08:58:00,Sales,Product Sale,100046,55,200046,P009,Realme GT,1,305.24,305.24,1988.19,C008,Myanmar,NEWYEAR,50,True,0,1,8,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998
1900-01-01 16:21:00,Sales,Product Sale,100046,55,200046,P013,MacBook Pro,1,1307.06,1307.06,1988.19,C008,Myanmar,NEWYEAR,50,True,0,1,16,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004
1900-01-01 13:57:00,Sales,Product Sale,100046,55,200046,P010,Water,3,1.0,2.99,1988.19,C008,Myanmar,NEWYEAR,50,True,0,1,13,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.2588190451025208,-0.9659258262890684
1900-01-01 16:13:00,Sales,Product Sale,100047,26,200047,P004,OnePlus 9,1,390.97,390.97,3046.79,C013,Thailand,NEWYEAR,50,True,0,1,16,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844384,-0.5000000000000004
1900-01-01 20:47:00,Sales,Product Sale,100047,26,200047,P006,Sony Xperia 5,1,452.76,452.76,3046.79,C013,Thailand,NEWYEAR,50,True,0,1,20,1900,MON,JAN,0.0,1.0,0.4999999999999999,0.8660254037844387,-0.8660254037844386,0.5000000000000001
